"industry","class_code_fct","special_class","yr_2018","yr_2019","yr_2020","yr_2021","yr_2022","delta_18_19","delta_19_20","delta_20_21","delta_21_22","type_21_22","class_code_type"
"Office and Clerical","8602",NA,1.06,0.94,0.83,0.76,0.66,-0.113207547169811,-0.117021276595745,-0.0843373493975903,-0.131578947368421,"-10-20%","LIVE CODE"
"Office and Clerical","8603",NA,0.04,0.04,0.04,0.04,0.04,0,0,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8721",NA,0.24,0.2,0.2,0.22,0.2,-0.166666666666667,0,0.0999999999999999,-0.0909090909090908,"-10-20%","LIVE CODE"
"Office and Clerical","8723",NA,0.12,0.11,0.1,0.09,0.08,-0.0833333333333333,-0.0909090909090908,-0.1,-0.111111111111111,"-10-20%","LIVE CODE"
"Office and Clerical","8742",NA,0.24,0.19,0.17,0.16,0.16,-0.208333333333333,-0.105263157894737,-0.0588235294117647,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8748",NA,0.43,0.36,0.32,0.32,0.33,-0.162790697674419,-0.111111111111111,0,0.03125,"0-5%","LIVE CODE"
"Office and Clerical","8755",NA,0.21,0.17,0.15,0.16,0.17,-0.19047619047619,-0.11764705882353,0.0666666666666667,0.0625,"5-10%","LIVE CODE"
"Office and Clerical","8799",NA,0.36,0.27,0.23,0.22,0.23,-0.25,-0.148148148148148,-0.0434782608695653,0.0454545454545454,"0-5%","LIVE CODE"
"Office and Clerical","8800",NA,0.93,0.85,0.82,0.77,0.74,-0.0860215053763441,-0.0352941176470588,-0.0609756097560975,-0.038961038961039,"-0-5%","LIVE CODE"
"Office and Clerical","8803",NA,0.07,0.04,0.03,0.03,0.03,-0.428571428571429,-0.25,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8810",NA,0.09,0.08,0.07,0.07,0.06,-0.111111111111111,-0.125,0,-0.142857142857143,"-10-20%","LIVE CODE"
"Office and Clerical","8820",NA,0.09,0.08,0.07,0.07,0.07,-0.111111111111111,-0.125,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8832",NA,0.26,0.21,0.18,0.17,0.16,-0.192307692307692,-0.142857142857143,-0.0555555555555555,-0.0588235294117647,"-10-20%","LIVE CODE"
"Office and Clerical","8833",NA,0.89,0.71,0.62,0.56,0.53,-0.202247191011236,-0.126760563380282,-0.096774193548387,-0.0535714285714286,"-10-20%","LIVE CODE"
"Office and Clerical","8855",NA,0.1,0.08,0.07,0.07,0.07,-0.2,-0.125,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8856",NA,0.21,0.22,0.25,0.3,0.32,0.0476190476190477,0.136363636363636,0.2,0.0666666666666667,"5-10%","LIVE CODE"
"Office and Clerical","8868",NA,0.37,0.29,0.26,0.26,0.25,-0.216216216216216,-0.103448275862069,0,-0.0384615384615385,"-0-5%","LIVE CODE"
"Office and Clerical","8869",NA,0.82,0.65,0.6,0.58,0.58,-0.207317073170732,-0.076923076923077,-0.0333333333333333,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8871",NA,0.06,0.04,0.04,0.04,0.04,-0.333333333333333,0,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8901",NA,0.13,0.11,0.11,0.1,0.11,-0.153846153846154,0,-0.0909090909090908,0.0999999999999999,"5-10%","LIVE CODE"
"Office and Clerical","9012",NA,0.71,0.55,0.51,0.49,0.49,-0.225352112676056,-0.0727272727272728,-0.0392156862745099,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","9156",NA,1.47,1.29,1.2,1.21,1.12,-0.122448979591837,-0.0697674418604651,0.0083333333333333,-0.0743801652892561,"-10-20%","LIVE CODE"
